X,Indicator,Data.Source,PUBLISH.STATES,Year,WHO.region,Country,Sex,Display.Value,Numeric
975,Children aged <5 years underweight (%),NLIS_312108,Published,1999,Americas,Mexico,Male,6.6,6.6
976,Children aged <5 years underweight (%),NLIS_312113,Published,1997,Americas,Panama,Male,6.7,6.7
977,Children aged <5 years underweight (%),NLIS_312113,Published,1997,Americas,Panama,Female,5.9,5.9
979,Children aged <5 years underweight (%),NLIS_312180,Published,1999,South-East Asia,India,Male,45,45
980,Children aged <5 years underweight (%),NLIS_312180,Published,1999,South-East Asia,India,Female,43.8,43.8
982,Children aged <5 years underweight (%),NLIS_312189,Published,1998,South-East Asia,Nepal,Male,38.8,38.8
983,Children aged <5 years underweight (%),NLIS_312189,Published,1998,South-East Asia,Nepal,Female,37.5,37.5
986,Children aged <5 years underweight (%),NLIS_312221,Published,2000,Eastern Mediterranean,Egypt,Male,5,5
990,Children aged <5 years underweight (%),NLIS_312277,Published,2000,Africa,Malawi,Male,23,23
991,Children aged <5 years underweight (%),NLIS_312278,Published,2001,Africa,Gabon,Female,7.4,7.4
993,Children aged <5 years underweight (%),NLIS_312288,Published,2000,Europe,Ukraine,Male,4.8,4.8
994,Children aged <5 years underweight (%),NLIS_312288,Published,2000,Europe,Ukraine,Female,3.5,3.5
996,Children aged <5 years underweight (%),NLIS_312313,Published,2001,Africa,Uganda,Male,21,21
997,Children aged <5 years underweight (%),NLIS_312313,Published,2001,Africa,Uganda,Female,17,17
999,Children aged <5 years underweight (%),NLIS_312319,Published,2001,Africa,Mauritania,Male,32.7,32.7
1000,Children aged <5 years underweight (%),NLIS_312320,Published,2000,Americas,Peru,Female,5.1,5.1
1002,Children aged <5 years underweight (%),NLIS_312336,Published,2001,South-East Asia,Nepal,Male,42.3,42.3
1003,Children aged <5 years underweight (%),NLIS_312336,Published,2001,South-East Asia,Nepal,Female,43.7,43.7
1005,Children aged <5 years underweight (%),NLIS_312355,Published,2000,Western Pacific,Lao People's Democratic Republic,Male,38.4,38.4
1006,Children aged <5 years underweight (%),NLIS_312355,Published,2000,Western Pacific,Lao People's Democratic Republic,Female,34.5,34.5
1007,Children aged <5 years underweight (%),NLIS_312359,Published,2000,Africa,Chad,Male,30.4,30.4
1008,Children aged <5 years underweight (%),NLIS_312359,Published,2000,Africa,Chad,Female,28.3,28.3
1010,Children aged <5 years underweight (%),NLIS_312362,Published,2000,Europe,Bosnia and Herzegovina,Male,5.1,5.1
1011,Children aged <5 years underweight (%),NLIS_312362,Published,2000,Europe,Bosnia and Herzegovina,Female,3.3,3.3
1013,Children aged <5 years underweight (%),NLIS_312366,Published,2000,Africa,Lesotho,Male,17.4,17.4
1014,Children aged <5 years underweight (%),NLIS_312366,Published,2000,Africa,Lesotho,Female,12.6,12.6
1016,Children aged <5 years underweight (%),NLIS_312370,Published,2000,Africa,Swaziland,Male,9.5,9.5
1018,Children aged <5 years underweight (%),NLIS_312371,Published,1999,South-East Asia,Indonesia,Male,24.4,24.4
1019,Children aged <5 years underweight (%),NLIS_312371,Published,1999,South-East Asia,Indonesia,Female,21.1,21.1
1021,Children aged <5 years underweight (%),NLIS_312375,Published,1999,Eastern Mediterranean,Oman,Female,10.9,10.9
1023,Children aged <5 years underweight (%),NLIS_312387,Published,2001,Africa,Mali,Male,31.6,31.6
1025,Children aged <5 years underweight (%),NLIS_312413,Published,2001,South-East Asia,Bangladesh,Male,46.1,46.1
1026,Children aged <5 years underweight (%),NLIS_312413,Published,2001,South-East Asia,Bangladesh,Female,44.5,44.5
1028,Children aged <5 years underweight (%),NLIS_312436,Published,2000,Western Pacific,Mongolia,Male,12.6,12.6
1030,Children aged <5 years underweight (%),NLIS_312477,Published,1999,Europe,Romania,Male,4,4
1031,Children aged <5 years underweight (%),NLIS_312477,Published,1999,Europe,Romania,Female,2.8,2.8
1035,Children aged <5 years underweight (%),NLIS_312522,Published,2002,Eastern Mediterranean,Jordan,Male,4,4
1038,Children aged <5 years underweight (%),NLIS_312548,Published,2001,South-East Asia,Maldives,Male,25.5,25.5
1039,Children aged <5 years underweight (%),NLIS_312548,Published,2001,South-East Asia,Maldives,Female,26,26
1040,Children aged <5 years underweight (%),NLIS_312580,Published,2002,Americas,Dominican Republic,Male,4.6,4.6
1042,Children aged <5 years underweight (%),NLIS_312606,Published,2002,Americas,United States of America,Male,1.4,1.4
1043,Children aged <5 years underweight (%),NLIS_312606,Published,2002,Americas,United States of America,Female,0.7,0.7
1045,Children aged <5 years underweight (%),NLIS_312624,Published,2000,Americas,Guyana,Male,13.6,13.6
1046,Children aged <5 years underweight (%),NLIS_312624,Published,2000,Americas,Guyana,Female,9.9,9.9
1048,Children aged <5 years underweight (%),NLIS_312628,Published,2003,Africa,Ghana,Male,20.6,20.6
1050,Children aged <5 years underweight (%),NLIS_312641,Published,2003,South-East Asia,Bangladesh,Male,40.6,40.6
1051,Children aged <5 years underweight (%),NLIS_312641,Published,2003,South-East Asia,Bangladesh,Female,41.3,41.3
1053,Children aged <5 years underweight (%),NLIS_312673,Published,2004,Africa,Madagascar,Male,39.2,39.2
1054,Children aged <5 years underweight (%),NLIS_312673,Published,2004,Africa,Madagascar,Female,34.5,34.5
1057,Children aged <5 years underweight (%),NLIS_312691,Published,2003,Africa,Mozambique,Male,22.6,22.6
1058,Children aged <5 years underweight (%),NLIS_312691,Published,2003,Africa,Mozambique,Female,19.9,19.9
1060,Children aged <5 years underweight (%),NLIS_312755,Published,2004,Western Pacific,Mongolia,Male,5.3,5.3
1061,Children aged <5 years underweight (%),NLIS_312755,Published,2004,Western Pacific,Mongolia,Female,4.2,4.2
1063,Children aged <5 years underweight (%),NLIS_312758,Published,2005,Eastern Mediterranean,Egypt,Male,6.6,6.6
1065,Children aged <5 years underweight (%),NLIS_312763,Published,2005,Africa,Malawi,Male,19.7,19.7
1066,Children aged <5 years underweight (%),NLIS_312763,Published,2005,Africa,Malawi,Female,17.2,17.2
1068,Children aged <5 years underweight (%),NLIS_312766,Published,2005,Africa,United Republic of Tanzania,Male,18,18
1069,Children aged <5 years underweight (%),NLIS_312767,Published,2005,Africa,Congo,Female,10.6,10.6
1071,Children aged <5 years underweight (%),NLIS_312770,Published,2006,Americas,Honduras,Male,8.9,8.9
1072,Children aged <5 years underweight (%),NLIS_312770,Published,2006,Americas,Honduras,Female,8.3,8.3
1074,Children aged <5 years underweight (%),NLIS_312773,Published,2000,Americas,Jamaica,Male,4.5,4.5
1075,Children aged <5 years underweight (%),NLIS_312774,Published,2001,Americas,Jamaica,Female,2.7,2.7
1077,Children aged <5 years underweight (%),NLIS_312777,Published,2004,Americas,Uruguay,Male,6.7,6.7
1078,Children aged <5 years underweight (%),NLIS_312777,Published,2004,Americas,Uruguay,Female,5.3,5.3
1080,Children aged <5 years underweight (%),NLIS_312779,Published,2003,Americas,Brazil,Male,4.3,4.3
1081,Children aged <5 years underweight (%),NLIS_312782,Published,2004,Americas,Ecuador,Male,6.5,6.5
1082,Children aged <5 years underweight (%),NLIS_312782,Published,2004,Americas,Ecuador,Female,6,6
1084,Children aged <5 years underweight (%),NLIS_312786,Published,2006,Americas,Mexico,Male,4.3,4.3
1085,Children aged <5 years underweight (%),NLIS_312786,Published,2006,Americas,Mexico,Female,2.6,2.6
1087,Children aged <5 years underweight (%),NLIS_312790,Published,2006,Africa,Zimbabwe,Male,15.1,15.1
1089,Children aged <5 years underweight (%),NLIS_312795,Published,2003,South-East Asia,Indonesia,Male,25.5,25.5
1090,Children aged <5 years underweight (%),NLIS_312795,Published,2003,South-East Asia,Indonesia,Female,20.6,20.6
1091,Children aged <5 years underweight (%),NLIS_312800,Published,2005,Africa,Rwanda,Male,18.9,18.9
1092,Children aged <5 years underweight (%),NLIS_312800,Published,2005,Africa,Rwanda,Female,17.2,17.2
1094,Children aged <5 years underweight (%),NLIS_312819,Published,2004,Eastern Mediterranean,Afghanistan,Male,32.7,32.7
1095,Children aged <5 years underweight (%),NLIS_312819,Published,2004,Eastern Mediterranean,Afghanistan,Female,33,33
1097,Children aged <5 years underweight (%),NLIS_312827,Published,2006,Europe,Kyrgyzstan,Male,2.9,2.9
1098,Children aged <5 years underweight (%),NLIS_312827,Published,2006,Europe,Kyrgyzstan,Female,2.5,2.5
1100,Children aged <5 years underweight (%),NLIS_312832,Published,1993,South-East Asia,Bangladesh,Male,59,59
1102,Children aged <5 years underweight (%),NLIS_312844,Published,2000,South-East Asia,Bangladesh,Male,49,49
1103,Children aged <5 years underweight (%),NLIS_312844,Published,2000,South-East Asia,Bangladesh,Female,47.3,47.3
1105,Children aged <5 years underweight (%),NLIS_312851,Published,2006,Europe,Serbia,Male,2.2,2.2
1106,Children aged <5 years underweight (%),NLIS_312852,Published,2006,Eastern Mediterranean,Somalia,Female,31.3,31.3
1108,Children aged <5 years underweight (%),NLIS_312855,Published,2006,Africa,Mali,Male,29.7,29.7
1109,Children aged <5 years underweight (%),NLIS_312855,Published,2006,Africa,Mali,Female,26,26
1111,Children aged <5 years underweight (%),NLIS_312859,Published,2004,Americas,United States of America,Male,1.6,1.6
1112,Children aged <5 years underweight (%),NLIS_312859,Published,2004,Americas,United States of America,Female,0.9,0.9
1114,Children aged <5 years underweight (%),NLIS_312866,Published,2005,Europe,The former Yugoslav Republic of Macedonia,Male,1.7,1.7
1115,Children aged <5 years underweight (%),NLIS_312866,Published,2005,Europe,The former Yugoslav Republic of Macedonia,Female,1.9,1.9
1118,Children aged <5 years underweight (%),NLIS_312873,Published,2007,Africa,Liberia,Male,21.9,21.9
1119,Children aged <5 years underweight (%),NLIS_312873,Published,2007,Africa,Liberia,Female,18.7,18.7
1120,Children aged <5 years underweight (%),NLIS_312879,Published,2005,Europe,Albania,Male,7.3,7.3
1121,Children aged <5 years underweight (%),NLIS_312879,Published,2005,Europe,Albania,Female,5.8,5.8
1123,Children aged <5 years underweight (%),NLIS_312882,Published,2006,Africa,Togo,Male,23.5,23.5
1124,Children aged <5 years underweight (%),NLIS_312882,Published,2006,Africa,Togo,Female,21,21
1126,Children aged <5 years underweight (%),NLIS_312886,Published,2006,Africa,Benin,Male,22.7,22.7
1127,Children aged <5 years underweight (%),NLIS_312886,Published,2006,Africa,Benin,Female,17.6,17.6
1129,Children aged <5 years underweight (%),NLIS_312889,Published,2005,Europe,Georgia,Male,2.6,2.6
1131,Children aged <5 years underweight (%),NLIS_312894,Published,2007,Africa,Swaziland,Male,6.3,6.3
1132,Children aged <5 years underweight (%),NLIS_312894,Published,2007,Africa,Swaziland,Female,5.9,5.9
1134,Children aged <5 years underweight (%),NLIS_312898,Published,2002,Eastern Mediterranean,Djibouti,Male,27.7,27.7
1135,Children aged <5 years underweight (%),NLIS_312902,Published,2005,Americas,Nicaragua,Female,3.3,3.3
1137,Children aged <5 years underweight (%),NLIS_312912,Published,2005,Western Pacific,Papua New Guinea,Male,21,21
1138,Children aged <5 years underweight (%),NLIS_312912,Published,2005,Western Pacific,Papua New Guinea,Female,14.6,14.6
1140,Children aged <5 years underweight (%),NLIS_312917,Published,2009,Americas,Guatemala,Female,12.1,12.1
1142,Children aged <5 years underweight (%),NLIS_312920,Published,2008,Americas,Chile,Male,0.6,0.6
1143,Children aged <5 years underweight (%),NLIS_312920,Published,2008,Americas,Chile,Female,0.5,0.5
1144,Children aged <5 years underweight (%),NLIS_312924,Published,2006,Eastern Mediterranean,Tunisia,Male,3.7,3.7
1145,Children aged <5 years underweight (%),NLIS_312924,Published,2006,Eastern Mediterranean,Tunisia,Female,2.9,2.9
1147,Children aged <5 years underweight (%),NLIS_312931,Published,2008,Western Pacific,Cambodia,Male,28.4,28.4
1148,Children aged <5 years underweight (%),NLIS_312931,Published,2008,Western Pacific,Cambodia,Female,29.2,29.2
1150,Children aged <5 years underweight (%),NLIS_312948,Published,2008,Americas,Bolivia (Plurinational State of),Male,4.9,4.9
1151,Children aged <5 years underweight (%),NLIS_312950,Published,2006,Eastern Mediterranean,Djibouti,Female,26.7,26.7
1154,Children aged <5 years underweight (%),NLIS_312951,Published,2003,Western Pacific,Viet Nam,Male,25.1,25.1
1155,Children aged <5 years underweight (%),NLIS_312951,Published,2003,Western Pacific,Viet Nam,Female,24.2,24.2
1157,Children aged <5 years underweight (%),NLIS_312951,Published,2008,Western Pacific,Viet Nam,Female,19.9,19.9
1159,Children aged <5 years underweight (%),NLIS_312952,Published,2008,Africa,Mauritania,Male,17.8,17.8
1160,Children aged <5 years underweight (%),NLIS_312952,Published,2008,Africa,Mauritania,Female,13.9,13.9
1162,Children aged <5 years underweight (%),NLIS_312956,Published,2008,Africa,Togo,Male,20.5,20.5
1163,Children aged <5 years underweight (%),NLIS_312956,Published,2008,Africa,Togo,Female,20.5,20.5
1165,Children aged <5 years underweight (%),NLIS_312967,Published,2008,South-East Asia,Bhutan,Female,10.3,10.3
1167,Children aged <5 years underweight (%),NLIS_312989,Published,2009,South-East Asia,Sri Lanka,Male,21.6,21.6
1168,Children aged <5 years underweight (%),NLIS_312989,Published,2009,South-East Asia,Sri Lanka,Female,21.6,21.6
1169,Children aged <5 years underweight (%),NLIS_313006,Published,2000,Western Pacific,China,Male,7.3,7.3
1170,Children aged <5 years underweight (%),NLIS_313006,Published,2000,Western Pacific,China,Female,7.5,7.5
1173,Children aged <5 years underweight (%),NLIS_313010,Published,2001,Eastern Mediterranean,Kuwait,Male,2.5,2.5
1174,Children aged <5 years underweight (%),NLIS_313010,Published,2001,Eastern Mediterranean,Kuwait,Female,1.9,1.9
1176,Children aged <5 years underweight (%),NLIS_313023,Published,2008,Americas,Peru,Male,4.5,4.5
1177,Children aged <5 years underweight (%),NLIS_313023,Published,2008,Americas,Peru,Female,4.5,4.5
1178,Children aged <5 years underweight (%),NLIS_313028,Published,2007,Western Pacific,Vanuatu,Male,14.1,14.1
1179,Children aged <5 years underweight (%),NLIS_313028,Published,2007,Western Pacific,Vanuatu,Female,9,9
1181,Children aged <5 years underweight (%),NLIS_313037,Published,2007,Africa,Nigeria,Male,27.2,27.2
1182,Children aged <5 years underweight (%),NLIS_313037,Published,2007,Africa,Nigeria,Female,24.2,24.2
1184,Children aged <5 years underweight (%),NLIS_313042,Published,2009,Eastern Mediterranean,Jordan,Female,2.1,2.1
1186,Children aged <5 years underweight (%),NLIS_313048,Published,2007,Eastern Mediterranean,Kuwait,Female,2.7,2.7
1188,Children aged <5 years underweight (%),NLIS_313048,Published,2008,Eastern Mediterranean,Kuwait,Male,2.8,2.8
1189,Children aged <5 years underweight (%),NLIS_313048,Published,2008,Eastern Mediterranean,Kuwait,Female,1.8,1.8
1190,Children aged <5 years underweight (%),NLIS_313062,Published,2009,Europe,Albania,Male,6.6,6.6
1192,Children aged <5 years underweight (%),NLIS_313069,Published,2007,Europe,Tajikistan,Male,15.9,15.9
1193,Children aged <5 years underweight (%),NLIS_313069,Published,2007,Europe,Tajikistan,Female,14,14
1195,Children aged <5 years underweight (%),NLIS_313072,Published,2008,Western Pacific,Philippines,Male,20.9,20.9
1196,Children aged <5 years underweight (%),NLIS_313072,Published,2008,Western Pacific,Philippines,Female,20.6,20.6
1198,Children aged <5 years underweight (%),NLIS_313077,Published,2010,South-East Asia,Bhutan,Male,13.4,13.4
1199,Children aged <5 years underweight (%),NLIS_313077,Published,2010,South-East Asia,Bhutan,Female,12.3,12.3
1201,Children aged <5 years underweight (%),NLIS_313080,Published,2009,Western Pacific,China,Male,4.7,4.7
1202,Children aged <5 years underweight (%),NLIS_313080,Published,2009,Western Pacific,China,Female,4.5,4.5
1206,Children aged <5 years underweight (%),NLIS_313098,Published,2010,Africa,Lesotho,Male,16,16
1207,Children aged <5 years underweight (%),NLIS_313098,Published,2010,Africa,Lesotho,Female,11.1,11.1
1210,Children aged <5 years underweight (%),NLIS_313106,Published,2005,Africa,South Africa,Male,13.6,13.6
1211,Children aged <5 years underweight (%),NLIS_313109,Published,2008,South-East Asia,Timor-Leste,Female,44.5,44.5
1213,Children aged <5 years underweight (%),NLIS_313116,Published,2011,Africa,Ethiopia,Male,30.9,30.9
1214,Children aged <5 years underweight (%),NLIS_313116,Published,2011,Africa,Ethiopia,Female,27.3,27.3
1216,Children aged <5 years underweight (%),NLIS_313119,Published,2009,Americas,Guyana,Male,12.8,12.8
1217,Children aged <5 years underweight (%),NLIS_313119,Published,2009,Americas,Guyana,Female,9.4,9.4
1218,Children aged <5 years underweight (%),NLIS_313121,Published,2011,Africa,Rwanda,Male,12.9,12.9
1219,Children aged <5 years underweight (%),NLIS_313121,Published,2011,Africa,Rwanda,Female,10.4,10.4
1221,Children aged <5 years underweight (%),NLIS_313124,Published,2010,South-East Asia,Indonesia,Male,19.5,19.5
1224,Children aged <5 years underweight (%),NLIS_313127,Published,2007,Americas,Uruguay,Male,6.1,6.1
1225,Children aged <5 years underweight (%),NLIS_313127,Published,2007,Americas,Uruguay,Female,3.2,3.2
1230,Children aged <5 years underweight (%),NLIS_313130,Published,2011,Africa,Cameroon,Male,15.8,15.8
1231,Children aged <5 years underweight (%),NLIS_313130,Published,2011,Africa,Cameroon,Female,14.5,14.5
1232,Children aged <5 years underweight (%),NLIS_313135,Published,2011,South-East Asia,Bangladesh,Male,34.8,34.8
1233,Children aged <5 years underweight (%),NLIS_313135,Published,2011,South-East Asia,Bangladesh,Female,38.8,38.8
1235,Children aged <5 years underweight (%),NLIS_313140,Published,2011,Africa,Burundi,Male,32,32
1236,Children aged <5 years underweight (%),NLIS_313140,Published,2011,Africa,Burundi,Female,26.1,26.1
1238,Children aged <5 years underweight (%),NLIS_313144,Published,2011,Eastern Mediterranean,Kuwait,Female,1.8,1.8
1240,Children aged <5 years underweight (%),NLIS_313144,Published,2012,Eastern Mediterranean,Kuwait,Male,2.1,2.1
1241,Children aged <5 years underweight (%),NLIS_313144,Published,2012,Eastern Mediterranean,Kuwait,Female,2.3,2.3
1242,Children aged <5 years underweight (%),NLIS_313145,Published,2010,Africa,Swaziland,Male,6.7,6.7
1244,Children aged <5 years underweight (%),NLIS_313149,Published,2010,Africa,Sierra Leone,Male,20.8,20.8
1245,Children aged <5 years underweight (%),NLIS_313149,Published,2010,Africa,Sierra Leone,Female,16.5,16.5
1247,Children aged <5 years underweight (%),NLIS_313152,Published,2010,Americas,Suriname,Male,6.2,6.2
1248,Children aged <5 years underweight (%),NLIS_313153,Published,2004,Western Pacific,Fiji,Female,5.7,5.7
1250,Children aged <5 years underweight (%),NLIS_313156,Published,2010,Africa,Democratic Republic of the Congo,Male,27.2,27.2
1251,Children aged <5 years underweight (%),NLIS_313156,Published,2010,Africa,Democratic Republic of the Congo,Female,21.3,21.3
1253,Children aged <5 years underweight (%),NLIS_313160,Published,2012,Africa,Guinea,Female,15.2,15.2
1255,Children aged <5 years underweight (%),NLIS_313165,Published,2012,Americas,Honduras,Male,7.7,7.7
1256,Children aged <5 years underweight (%),NLIS_313165,Published,2012,Americas,Honduras,Female,6.5,6.5
1257,Children aged <5 years underweight (%),NLIS_313168,Published,2012,Eastern Mediterranean,Jordan,Female,2.6,2.6
1259,Children aged <5 years underweight (%),NLIS_313171,Published,2009,Europe,Kyrgyzstan,Female,4.7,4.7
1270,Children aged <5 years underweight (%),NLIS_310214,Published,1986,Americas,Dominican Republic,Male,11.4,11.4
1271,Children aged <5 years underweight (%),NLIS_310214,Published,1986,Americas,Dominican Republic,Female,7.3,7.3
1272,Children aged <5 years underweight (%),NLIS_310221,Published,1986,Americas,Colombia,Male,9,9
1273,Children aged <5 years underweight (%),NLIS_310221,Published,1986,Americas,Colombia,Female,8.1,8.1
1275,Children aged <5 years underweight (%),NLIS_310234,Published,1989,Americas,Brazil,Female,5.2,5.2
1279,Children aged <5 years underweight (%),NLIS_310303,Published,1987,South-East Asia,Sri Lanka,Male,31,31
1280,Children aged <5 years underweight (%),NLIS_310303,Published,1987,South-East Asia,Sri Lanka,Female,27.3,27.3
1283,Children aged <5 years underweight (%),NLIS_310357,Published,1983,Western Pacific,Papua New Guinea,Male,26.2,26.2
1284,Children aged <5 years underweight (%),NLIS_310357,Published,1983,Western Pacific,Papua New Guinea,Female,23,23
1290,Children aged <5 years underweight (%),NLIS_310414,Published,1992,Africa,Zambia,Male,22.4,22.4
1291,Children aged <5 years underweight (%),NLIS_310414,Published,1992,Africa,Zambia,Female,20.1,20.1
1293,Children aged <5 years underweight (%),NLIS_310427,Published,1987,Americas,Guatemala,Male,29,29
1294,Children aged <5 years underweight (%),NLIS_310427,Published,1987,Americas,Guatemala,Female,26.6,26.6
1297,Children aged <5 years underweight (%),NLIS_310473,Published,1992,Africa,United Republic of Tanzania,Male,27,27
1298,Children aged <5 years underweight (%),NLIS_310537,Published,1991,Eastern Mediterranean,Pakistan,Male,40.3,40.3
1301,Children aged <5 years underweight (%),NLIS_310878,Published,1992,Africa,Madagascar,Male,38.3,38.3
1302,Children aged <5 years underweight (%),NLIS_310878,Published,1992,Africa,Madagascar,Female,32.6,32.6
1304,Children aged <5 years underweight (%),NLIS_310968,Published,1993,Africa,Burkina Faso,Male,31.7,31.7
1305,Children aged <5 years underweight (%),NLIS_310968,Published,1993,Africa,Burkina Faso,Female,27.5,27.5
1306,Children aged <5 years underweight (%),NLIS_310998,Published,1993,Africa,Senegal,Male,23.1,23.1
1307,Children aged <5 years underweight (%),NLIS_310998,Published,1993,Africa,Senegal,Female,20.8,20.8
1315,Children aged <5 years underweight (%),NLIS_311387,Published,1993,Europe,Turkey,Male,9.5,9.5
1316,Children aged <5 years underweight (%),NLIS_311387,Published,1993,Europe,Turkey,Female,7.9,7.9
1318,Children aged <5 years underweight (%),NLIS_311422,Published,1994,Africa,Ghana,Male,27,27
1320,Children aged <5 years underweight (%),NLIS_311474,Published,1994,Africa,Zimbabwe,Male,13.6,13.6
1321,Children aged <5 years underweight (%),NLIS_311474,Published,1994,Africa,Zimbabwe,Female,9.8,9.8
1323,Children aged <5 years underweight (%),NLIS_311508,Published,1993,Eastern Mediterranean,Syrian Arab Republic,Male,12.5,12.5
1324,Children aged <5 years underweight (%),NLIS_311508,Published,1993,Eastern Mediterranean,Syrian Arab Republic,Female,10.4,10.4
1328,Children aged <5 years underweight (%),NLIS_311539,Published,1995,Eastern Mediterranean,Tunisia,Female,8.3,8.3
1331,Children aged <5 years underweight (%),NLIS_311560,Published,1995,Eastern Mediterranean,Oman,Male,13.9,13.9
1337,Children aged <5 years underweight (%),NLIS_311605,Published,1995,Eastern Mediterranean,Libya,Male,4.6,4.6
1342,Children aged <5 years underweight (%),NLIS_311648,Published,1995,Africa,Uganda,Male,23.8,23.8
1349,Children aged <5 years underweight (%),NLIS_311711,Published,1996,Africa,Eritrea,Male,39.4,39.4
1350,Children aged <5 years underweight (%),NLIS_311711,Published,1996,Africa,Eritrea,Female,37.1,37.1
1352,Children aged <5 years underweight (%),NLIS_311714,Published,1996,Africa,Benin,Female,23.8,23.8
1355,Children aged <5 years underweight (%),NLIS_311758,Published,1996,Europe,Uzbekistan,Male,16.8,16.8
1356,Children aged <5 years underweight (%),NLIS_311758,Published,1996,Europe,Uzbekistan,Female,13.7,13.7
1359,Children aged <5 years underweight (%),NLIS_311785,Published,1997,Eastern Mediterranean,Yemen,Male,49.2,49.2
1360,Children aged <5 years underweight (%),NLIS_311785,Published,1997,Eastern Mediterranean,Yemen,Female,45.8,45.8
1364,Children aged <5 years underweight (%),NLIS_311864,Published,1997,Africa,Madagascar,Male,39.8,39.8
1365,Children aged <5 years underweight (%),NLIS_311864,Published,1997,Africa,Madagascar,Female,31.1,31.1
1368,Children aged <5 years underweight (%),NLIS_311917,Published,1996,Americas,Honduras,Male,18.3,18.3
1369,Children aged <5 years underweight (%),NLIS_311917,Published,1996,Americas,Honduras,Female,20.1,20.1
1371,Children aged <5 years underweight (%),NLIS_311929,Published,1998,Africa,Togo,Male,25.5,25.5
1372,Children aged <5 years underweight (%),NLIS_311929,Published,1998,Africa,Togo,Female,20.9,20.9
1375,Children aged <5 years underweight (%),NLIS_311995,Published,1999,Africa,Ghana,Male,20.7,20.7
1376,Children aged <5 years underweight (%),NLIS_311995,Published,1999,Africa,Ghana,Female,19.9,19.9
1381,Children aged <5 years underweight (%),NLIS_312047,Published,1997,Americas,Jamaica,Male,3.7,3.7
1382,Children aged <5 years underweight (%),NLIS_312083,Published,1996,Africa,Angola,Male,38.2,38.2
1383,Children aged <5 years underweight (%),NLIS_312083,Published,1996,Africa,Angola,Female,35.7,35.7
1384,Children aged <5 years underweight (%),NLIS_312101,Published,1998,Americas,El Salvador,Male,9.9,9.9
1385,Children aged <5 years underweight (%),NLIS_312101,Published,1998,Americas,El Salvador,Female,9.3,9.3
1387,Children aged <5 years underweight (%),NLIS_312104,Published,1999,South-East Asia,Bangladesh,Male,53.3,53.3
1388,Children aged <5 years underweight (%),NLIS_312104,Published,1999,South-East Asia,Bangladesh,Female,50.5,50.5
1391,Children aged <5 years underweight (%),NLIS_312138,Published,1999,Africa,Guinea,Male,21.3,21.3
1392,Children aged <5 years underweight (%),NLIS_312138,Published,1999,Africa,Guinea,Female,21,21
1395,Children aged <5 years underweight (%),NLIS_312181,Published,1999,Europe,Kazakhstan,Male,3.8,3.8
1396,Children aged <5 years underweight (%),NLIS_312182,Published,1999,Africa,United Republic of Tanzania,Female,26.8,26.8
1398,Children aged <5 years underweight (%),NLIS_312197,Published,1999,Africa,Zimbabwe,Male,12.6,12.6
1399,Children aged <5 years underweight (%),NLIS_312197,Published,1999,Africa,Zimbabwe,Female,10.4,10.4
1401,Children aged <5 years underweight (%),NLIS_312220,Published,2000,Africa,Ethiopia,Female,39.6,39.6
1404,Children aged <5 years underweight (%),NLIS_312276,Published,2000,Americas,Haiti,Male,15.7,15.7
1405,Children aged <5 years underweight (%),NLIS_312276,Published,2000,Americas,Haiti,Female,12.2,12.2
1407,Children aged <5 years underweight (%),NLIS_312280,Published,2000,South-East Asia,Bangladesh,Male,41.4,41.4
1408,Children aged <5 years underweight (%),NLIS_312280,Published,2000,South-East Asia,Bangladesh,Female,43.2,43.2
1410,Children aged <5 years underweight (%),NLIS_312318,Published,1999,Africa,Côte d'Ivoire,Male,16.7,16.7
1411,Children aged <5 years underweight (%),NLIS_312318,Published,1999,Africa,Côte d'Ivoire,Female,19.7,19.7
1413,Children aged <5 years underweight (%),NLIS_312321,Published,2000,Africa,Rwanda,Male,22.4,22.4
1414,Children aged <5 years underweight (%),NLIS_312321,Published,2000,Africa,Rwanda,Female,18.3,18.3
1415,Children aged <5 years underweight (%),NLIS_312352,Published,2000,Americas,Suriname,Male,12.6,12.6
1417,Children aged <5 years underweight (%),NLIS_312357,Published,2001,Africa,Benin,Male,23.5,23.5
1418,Children aged <5 years underweight (%),NLIS_312357,Published,2001,Africa,Benin,Female,19.6,19.6
1420,Children aged <5 years underweight (%),NLIS_312360,Published,2000,Africa,Burundi,Male,38.8,38.8
1421,Children aged <5 years underweight (%),NLIS_312361,Published,2000,Europe,Albania,Female,14.2,14.2
1423,Children aged <5 years underweight (%),NLIS_312364,Published,1999,Americas,Jamaica,Male,2.2,2.2
1424,Children aged <5 years underweight (%),NLIS_312364,Published,1999,Americas,Jamaica,Female,2.5,2.5
1426,Children aged <5 years underweight (%),NLIS_312368,Published,2000,Africa,Senegal,Female,19.2,19.2
1428,Children aged <5 years underweight (%),NLIS_312371,Published,1989,South-East Asia,Indonesia,Male,36.4,36.4
1429,Children aged <5 years underweight (%),NLIS_312371,Published,1989,South-East Asia,Indonesia,Female,25.4,25.4
1431,Children aged <5 years underweight (%),NLIS_312371,Published,1992,South-East Asia,Indonesia,Male,33.6,33.6
1433,Children aged <5 years underweight (%),NLIS_312393,Published,2001,Africa,Democratic Republic of the Congo,Male,36.5,36.5
1434,Children aged <5 years underweight (%),NLIS_312393,Published,2001,Africa,Democratic Republic of the Congo,Female,30.7,30.7
